EventIndex,caseID,event time:timestamp,event concept:name,eventID ,case Spend area text,case Document Type,case Sub spend area text,case Purch. Doc. Category name,case Vendor,case Item Type,case Item Category,case Spend classification text,case Source,case Name,case GR-Based Inv. Verif.,case Item,case concept:name,case Goods Receipt,event User,event org:resource,event Cumulative net worth (EUR)
228453,4507026474 1,2018-05-01 04:35:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228454,4507026474 1,2018-05-01 04:35:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228443,4507026474 1,2018-05-01 04:35:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1746.0
228449,4507026474 1,2018-05-01 04:35:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,75.0
228442,4507026474 1,2018-05-01 04:35:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,987.0
228451,4507026474 1,2018-05-01 04:35:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,2202.0
228440,4507026474 1,2018-05-01 04:35:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228428,4507026474 1,2018-05-01 04:35:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1367.0
228430,4507026474 1,2018-05-01 04:35:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228431,4507026474 1,2018-05-01 04:35:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228432,4507026474 1,2018-05-01 04:35:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228433,4507026474 1,2018-05-01 04:35:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228429,4507026474 1,2018-05-01 04:35:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,835.0
228435,4507026474 1,2018-05-01 04:35:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228436,4507026474 1,2018-05-01 04:35:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228437,4507026474 1,2018-05-01 04:35:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228438,4507026474 1,2018-05-01 04:35:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228439,4507026474 1,2018-05-01 04:35:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228434,4507026474 1,2018-05-01 04:35:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228441,4507026474 1,2018-05-01 04:35:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228466,4507026474 1,2018-05-01 04:36:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228474,4507026474 1,2018-05-01 04:36:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228473,4507026474 1,2018-05-01 04:36:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,531.0
228472,4507026474 1,2018-05-01 04:36:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228471,4507026474 1,2018-05-01 04:36:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228470,4507026474 1,2018-05-01 04:36:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1367.0
228469,4507026474 1,2018-05-01 04:36:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228468,4507026474 1,2018-05-01 04:36:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228467,4507026474 1,2018-05-01 04:36:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1974.0
228464,4507026474 1,2018-05-01 04:36:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,4177.0
228463,4507026474 1,2018-05-01 04:36:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228462,4507026474 1,2018-05-01 04:36:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228461,4507026474 1,2018-05-01 04:36:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,151.0
228460,4507026474 1,2018-05-01 04:36:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,683.0
228459,4507026474 1,2018-05-01 04:36:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228458,4507026474 1,2018-05-01 04:36:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1519.0
228457,4507026474 1,2018-05-01 04:36:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228456,4507026474 1,2018-05-01 04:36:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228465,4507026474 1,2018-05-01 04:36:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,835.0
228490,4507026474 1,2018-05-01 04:37:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228491,4507026474 1,2018-05-01 04:37:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228492,4507026474 1,2018-05-01 04:37:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228493,4507026474 1,2018-05-01 04:37:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228494,4507026474 1,2018-05-01 04:37:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1519.0
228499,4507026474 1,2018-05-01 04:37:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228496,4507026474 1,2018-05-01 04:37:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228497,4507026474 1,2018-05-01 04:37:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1215.0
228498,4507026474 1,2018-05-01 04:37:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228500,4507026474 1,2018-05-01 04:37:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1215.0
228489,4507026474 1,2018-05-01 04:37:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,75.0
228495,4507026474 1,2018-05-01 04:37:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228488,4507026474 1,2018-05-01 04:37:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228475,4507026474 1,2018-05-01 04:37:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,303.0
228486,4507026474 1,2018-05-01 04:37:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,5620.0
228476,4507026474 1,2018-05-01 04:37:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,227.0
228477,4507026474 1,2018-05-01 04:37:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228478,4507026474 1,2018-05-01 04:37:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228479,4507026474 1,2018-05-01 04:37:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,987.0
228480,4507026474 1,2018-05-01 04:37:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1974.0
228487,4507026474 1,2018-05-01 04:37:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228482,4507026474 1,2018-05-01 04:37:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,607.0
228483,4507026474 1,2018-05-01 04:37:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228484,4507026474 1,2018-05-01 04:37:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228485,4507026474 1,2018-05-01 04:37:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228481,4507026474 1,2018-05-01 04:37:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228519,4507026474 1,2018-05-01 04:38:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1063.0
228518,4507026474 1,2018-05-01 04:38:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228517,4507026474 1,2018-05-01 04:38:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,607.0
228516,4507026474 1,2018-05-01 04:38:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,835.0
228515,4507026474 1,2018-05-01 04:38:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228514,4507026474 1,2018-05-01 04:38:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228513,4507026474 1,2018-05-01 04:38:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228512,4507026474 1,2018-05-01 04:38:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228511,4507026474 1,2018-05-01 04:38:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,3493.0
228520,4507026474 1,2018-05-01 04:38:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,2202.0
228509,4507026474 1,2018-05-01 04:38:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,911.0
228501,4507026474 1,2018-05-01 04:38:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228502,4507026474 1,2018-05-01 04:38:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228503,4507026474 1,2018-05-01 04:38:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228504,4507026474 1,2018-05-01 04:38:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228510,4507026474 1,2018-05-01 04:38:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1139.0
228506,4507026474 1,2018-05-01 04:38:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228507,4507026474 1,2018-05-01 04:38:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228508,4507026474 1,2018-05-01 04:38:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228505,4507026474 1,2018-05-01 04:38:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,835.0
228532,4507026474 1,2018-05-01 04:39:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228540,4507026474 1,2018-05-01 04:39:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1974.0
228539,4507026474 1,2018-05-01 04:39:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228538,4507026474 1,2018-05-01 04:39:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,75.0
228537,4507026474 1,2018-05-01 04:39:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228536,4507026474 1,2018-05-01 04:39:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,987.0
228535,4507026474 1,2018-05-01 04:39:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228534,4507026474 1,2018-05-01 04:39:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228533,4507026474 1,2018-05-01 04:39:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228541,4507026474 1,2018-05-01 04:39:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,151.0
228531,4507026474 1,2018-05-01 04:39:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1670.0
228529,4507026474 1,2018-05-01 04:39:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,379.0
228530,4507026474 1,2018-05-01 04:39:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,75.0
228521,4507026474 1,2018-05-01 04:39:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1974.0
228522,4507026474 1,2018-05-01 04:39:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1215.0
228523,4507026474 1,2018-05-01 04:39:00,Record Goods Receipt,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,batch_07,batch_07,1974.0
228524,4507026474 1,2018-05-01 04:39:00,Record Service Entry Sheet,384000000000000.0,Logistics,Standard PO,Road Packed,Purchase order,vendorID_0472,Service,"Three way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0457,1,1,4507026474_00001,True,,,151.0
