EventIndex,caseID,event time:timestamp,event concept:name,eventID ,case Spend area text,case Company,case Document Type,case Sub spend area text,case Purchasing Document,case Purch. Doc. Category name,case Vendor,case Item Type,case Item Category,case Spend classification text,case Source,case Name,case GR-Based Inv. Verif.,case Item,case concept:name,case Goods Receipt,event User,event org:resource,event Cumulative net worth (EUR)
19388,4507000440 10,2018-03-20 23:59:00,Vendor creates invoice,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19389,4507000440 10,2018-03-21 23:59:00,Vendor creates invoice,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19391,4507000440 10,2018-03-22 13:32:00,Clear Invoice,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_005,user_005,529589
19390,4507000440 10,2018-03-22 13:32:00,Clear Invoice,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_005,user_005,529589
19392,4507000440 10,2018-03-22 13:32:00,Clear Invoice,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_005,user_005,529589
19393,4507000440 10,2018-03-22 14:36:00,Record Invoice Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_001,user_001,529589
19394,4507000440 10,2018-03-22 23:59:00,Vendor creates invoice,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19395,4507000440 10,2018-03-23 10:56:00,Record Invoice Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_013,user_013,529589
19396,4507000440 10,2018-03-23 23:59:00,Vendor creates invoice,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19397,4507000440 10,2018-03-27 09:41:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19398,4507000440 10,2018-03-27 09:41:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19400,4507000440 10,2018-03-27 09:44:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19399,4507000440 10,2018-03-27 09:44:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19401,4507000440 10,2018-03-27 09:46:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19402,4507000440 10,2018-03-27 09:46:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19403,4507000440 10,2018-03-27 09:48:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19404,4507000440 10,2018-03-27 09:48:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19406,4507000440 10,2018-03-27 09:49:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19405,4507000440 10,2018-03-27 09:49:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19409,4507000440 10,2018-03-27 09:50:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19408,4507000440 10,2018-03-27 09:50:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19407,4507000440 10,2018-03-27 09:50:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19410,4507000440 10,2018-03-27 09:50:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19415,4507000440 10,2018-03-27 09:51:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19416,4507000440 10,2018-03-27 09:51:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19414,4507000440 10,2018-03-27 09:51:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19411,4507000440 10,2018-03-27 09:51:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19412,4507000440 10,2018-03-27 09:51:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19413,4507000440 10,2018-03-27 09:51:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19417,4507000440 10,2018-03-28 10:34:00,Record Invoice Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_001,user_001,529589
19418,4507000440 10,2018-03-28 10:37:00,Record Invoice Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_001,user_001,529589
19420,4507000440 10,2018-03-29 15:11:00,Clear Invoice,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_002,user_002,529589
19419,4507000440 10,2018-03-29 15:11:00,Clear Invoice,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_002,user_002,529589
19421,4507000440 10,2018-03-31 23:59:00,Vendor creates invoice,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19210,4507000440 10,2018-04-01 23:59:00,Vendor creates invoice,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19433,4507000440 10,2018-04-04 11:43:00,Record Invoice Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_001,user_001,529589
19434,4507000440 10,2018-04-04 11:46:00,Record Invoice Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_001,user_001,529589
19435,4507000440 10,2018-04-04 11:57:00,Record Invoice Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_001,user_001,529589
19436,4507000440 10,2018-04-04 12:10:00,Record Invoice Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_001,user_001,529589
19437,4507000440 10,2018-04-04 12:14:00,Record Invoice Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_001,user_001,529589
19438,4507000440 10,2018-04-04 17:24:00,Record Invoice Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_001,user_001,529589
19511,4507000440 10,2018-04-05 17:33:00,Remove Payment Block,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_006,user_006,529589
19647,4507000440 10,2018-04-07 23:59:00,Vendor creates invoice,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19448,4507000440 10,2018-04-13 11:50:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19449,4507000440 10,2018-04-13 11:50:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19450,4507000440 10,2018-04-13 11:53:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19451,4507000440 10,2018-04-13 11:53:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19452,4507000440 10,2018-04-13 12:08:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19453,4507000440 10,2018-04-13 12:08:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19454,4507000440 10,2018-04-13 23:59:00,Vendor creates invoice,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19455,4507000440 10,2018-04-16 11:32:00,Record Invoice Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_001,user_001,1059179
19456,4507000440 10,2018-04-16 16:30:00,Record Invoice Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_013,user_013,529589
19457,4507000440 10,2018-04-16 17:43:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19458,4507000440 10,2018-04-16 17:43:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19459,4507000440 10,2018-04-16 17:46:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19460,4507000440 10,2018-04-16 17:46:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19461,4507000440 10,2018-04-16 23:59:00,Vendor creates invoice,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19462,4507000440 10,2018-04-17 11:23:00,Record Invoice Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_001,user_001,529589
19463,4507000440 10,2018-04-17 23:59:00,Vendor creates invoice,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19464,4507000440 10,2018-04-18 10:09:00,Record Invoice Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_001,user_001,529589
19465,4507000440 10,2018-04-18 23:59:00,Vendor creates invoice,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19467,4507000440 10,2018-04-19 14:47:00,Clear Invoice,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_002,user_002,529589
19466,4507000440 10,2018-04-19 14:47:00,Clear Invoice,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_002,user_002,529589
19469,4507000440 10,2018-04-19 23:59:00,Vendor creates invoice,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19468,4507000440 10,2018-04-19 23:59:00,Vendor creates debit memo,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19470,4507000440 10,2018-04-23 11:39:00,Record Invoice Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_001,user_001,529589
19472,4507000440 10,2018-04-24 07:54:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19471,4507000440 10,2018-04-24 07:54:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19473,4507000440 10,2018-04-24 11:55:00,Record Invoice Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_001,user_001,529589
19475,4507000440 10,2018-04-26 11:16:00,Clear Invoice,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_002,user_002,529589
19474,4507000440 10,2018-04-26 11:16:00,Clear Invoice,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_002,user_002,529589
19476,4507000440 10,2018-04-27 08:28:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19477,4507000440 10,2018-04-27 08:28:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19478,4507000440 10,2018-04-27 08:32:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19479,4507000440 10,2018-04-27 08:32:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19480,4507000440 10,2018-04-27 08:36:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19481,4507000440 10,2018-04-27 08:36:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19483,4507000440 10,2018-04-27 08:40:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19482,4507000440 10,2018-04-27 08:40:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19484,4507000440 10,2018-04-27 08:44:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19485,4507000440 10,2018-04-27 08:44:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19487,4507000440 10,2018-04-27 08:50:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19486,4507000440 10,2018-04-27 08:50:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19489,4507000440 10,2018-04-27 08:51:00,Cancel Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19488,4507000440 10,2018-04-27 08:51:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19490,4507000440 10,2018-04-27 08:52:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19491,4507000440 10,2018-04-27 08:52:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19492,4507000440 10,2018-04-27 08:52:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19493,4507000440 10,2018-04-27 08:52:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19494,4507000440 10,2018-04-27 08:53:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19495,4507000440 10,2018-04-27 08:53:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19496,4507000440 10,2018-04-27 08:53:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
19498,4507000440 10,2018-04-27 08:53:00,Record Service Entry Sheet,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,NONE,NONE,529589
19497,4507000440 10,2018-04-27 08:53:00,Record Goods Receipt,4080000000000.0,Logistics,companyID_0000,Framework order,Road Packed,4507000440,Purchase order,vendorID_0207,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0203,True,10,4507000440_00010,True,user_110,user_110,529589
