EventIndex,caseID,event time:timestamp,event concept:name,eventID ,case Sub spend area text,case Item Category,case Name,case Goods Receipt,event org:resource
8503,4507032479 1,2018-05-29 23:55:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8506,4507032479 1,2018-05-29 23:55:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8505,4507032479 1,2018-05-29 23:55:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8504,4507032479 1,2018-05-29 23:55:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8502,4507032479 1,2018-05-29 23:55:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8507,4507032479 1,2018-05-29 23:55:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8500,4507032479 1,2018-05-29 23:55:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8499,4507032479 1,2018-05-29 23:55:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8498,4507032479 1,2018-05-29 23:55:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8497,4507032479 1,2018-05-29 23:55:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8501,4507032479 1,2018-05-29 23:55:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8525,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8526,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8527,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8528,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8529,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8530,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8534,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8532,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8524,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8535,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8536,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8537,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8538,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8531,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8523,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8533,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8521,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8508,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8509,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8510,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8511,4507032479 1,2018-05-29 23:56:00,Record Goods Receipt,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,batch_02
8513,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8514,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8512,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8516,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8517,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8518,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8519,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8520,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8515,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8522,4507032479 1,2018-05-29 23:56:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8551,4507032479 1,2018-05-30 00:05:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8546,4507032479 1,2018-05-30 00:05:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8550,4507032479 1,2018-05-30 00:05:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8549,4507032479 1,2018-05-30 00:05:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8548,4507032479 1,2018-05-30 00:05:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8547,4507032479 1,2018-05-30 00:05:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8544,4507032479 1,2018-05-30 00:05:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8543,4507032479 1,2018-05-30 00:05:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8542,4507032479 1,2018-05-30 00:05:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8541,4507032479 1,2018-05-30 00:05:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8540,4507032479 1,2018-05-30 00:05:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8539,4507032479 1,2018-05-30 00:05:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8545,4507032479 1,2018-05-30 00:05:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8567,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8568,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8569,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8570,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8571,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8574,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8573,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8575,4507032479 1,2018-05-30 00:06:00,Record Goods Receipt,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,batch_02
8576,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8577,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8566,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8572,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8565,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8559,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8563,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8564,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8553,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8554,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8555,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8556,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8552,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8558,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8560,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8561,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8562,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8557,4507032479 1,2018-05-30 00:06:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8600,4507032479 1,2018-05-30 00:13:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8590,4507032479 1,2018-05-30 00:13:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8599,4507032479 1,2018-05-30 00:13:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8598,4507032479 1,2018-05-30 00:13:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8597,4507032479 1,2018-05-30 00:13:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8596,4507032479 1,2018-05-30 00:13:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8595,4507032479 1,2018-05-30 00:13:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8594,4507032479 1,2018-05-30 00:13:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8593,4507032479 1,2018-05-30 00:13:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8592,4507032479 1,2018-05-30 00:13:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8589,4507032479 1,2018-05-30 00:13:00,Record Goods Receipt,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,batch_02
8591,4507032479 1,2018-05-30 00:13:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8587,4507032479 1,2018-05-30 00:13:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8588,4507032479 1,2018-05-30 00:13:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8578,4507032479 1,2018-05-30 00:13:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8580,4507032479 1,2018-05-30 00:13:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8581,4507032479 1,2018-05-30 00:13:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8579,4507032479 1,2018-05-30 00:13:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8583,4507032479 1,2018-05-30 00:13:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8584,4507032479 1,2018-05-30 00:13:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8585,4507032479 1,2018-05-30 00:13:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8586,4507032479 1,2018-05-30 00:13:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8582,4507032479 1,2018-05-30 00:13:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8624,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8619,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8620,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8621,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8622,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8623,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8625,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8630,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8627,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8628,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8629,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8632,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8631,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8618,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8626,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8617,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8602,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8615,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8616,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8603,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8604,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8605,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8606,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8607,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8601,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8609,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8610,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8611,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8612,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8613,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8614,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8608,4507032479 1,2018-05-30 00:20:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8649,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8650,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8651,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8652,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8653,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8657,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8655,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8656,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8658,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8659,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8648,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8654,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8647,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8641,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8645,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8633,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8634,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8635,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8636,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8646,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8638,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8637,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8640,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8642,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8643,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8644,4507032479 1,2018-05-30 00:21:00,Record Goods Receipt,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,batch_02
8639,4507032479 1,2018-05-30 00:21:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8666,4507032479 1,2018-05-30 00:39:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8669,4507032479 1,2018-05-30 00:39:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8668,4507032479 1,2018-05-30 00:39:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8667,4507032479 1,2018-05-30 00:39:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8665,4507032479 1,2018-05-30 00:39:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8660,4507032479 1,2018-05-30 00:39:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8663,4507032479 1,2018-05-30 00:39:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8661,4507032479 1,2018-05-30 00:39:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8664,4507032479 1,2018-05-30 00:39:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8662,4507032479 1,2018-05-30 00:39:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8700,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8699,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8698,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8697,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8696,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8695,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8686,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8693,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8692,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8691,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8690,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8689,4507032479 1,2018-05-30 00:40:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
